,root,virality,volume
1467,"['1008383317303889920', '1008384114142035968']",1.0,1
1468,"['1008381100111122433', '1008384113160654849']",1.0,1
1469,"['1008383420106510344', '1008384135315017728']",4.0,2
1470,"['1008379069996544000', '1008384137210757120']",1.0,1
1471,"['1008381938149875713', '1008382774917632000']",1.0,1
1472,"['1008380630340685824', '1008382778285715457']",1.0,1
1473,"['1008365449371930624', '1008377538538811392']",4.0,2
1474,"['1008382440606502914', '1008382783927078912']",1.0,1
1475,"['1008382971131330560', '1008384486248206336']",10.0,4
1476,"['1008384140503285760', '1008384494305456129']",1.0,1
1477,"['1008379976322863105', '1008383655771885568']",16.0,4
1478,"['1008383212819607553', '1008383659999555584']",1.0,1
1479,"['1008379284430286850', '1008383676487385089']",4.0,2
1480,"['1008375609700110336', '1008377627588034565']",70.0,8
1481,"['1008383411466186754', '1008383680920858629']",4.0,2
1482,"['1008382767489527808', '1008383324161761281']",64.0,8
1483,"['1008375513373691915', '1008382911958142978']",10.0,4
1484,"['1008382521292349442', '1008382913887571968']",1.0,1
1485,"['1008384304173350913', '1008384966609100800']",1.0,1
1486,"['1008383478054969344', '1008383878892081153']",1.0,1
1487,"['1008382479596695554', '1008383888572473345']",1.0,1
1488,"['1008382767489527808', '1008383324161761281']",64.0,8
1489,"['1008381833535516677', '1008383906389819392']",1.0,1
1490,"['1008377001831469057', '1008383911733485569']",1.0,1
1491,"['1008383625245745152', '1008383911590809600']",1.0,1
1492,"['1008383001984688128', '1008383911628558340']",4.0,2
1493,"['1008382323010793473', '1008383562138210306']",1.0,1
1494,"['1008382534491754497', '1008383438687219712']",1.0,1
1495,"['1008383075213041664', '1008383455258869760']",10.0,4
1496,"['1008383146767745024', '1008383458127724544']",1.0,1
1497,"['1008381804477329408', '1008383764253290496']",1.0,1
1498,"['1008383491556499457', '1008383775590551557']",1.0,1
1499,"['1008379790435540992', '1008383796574670850']",1.0,1
1500,"['1008384378462928896', '1008384717966774272']",4.0,2
1501,"['1008370727144304640', '1008384730935459841']",1.0,1
1502,"['1008383707101761536', '1008384738778902530']",1.0,1
1503,"['1008383214711398400', '1008384742021128192']",1.0,1
1504,"['1008383971137327104', '1008384745418477569']",1.0,1
1505,"['1008383724637990912', '1008384859595735042']",4.0,2
1506,"['1008381406198816770', '1008384865883099142']",1.0,1
1507,"['1008384269696331776', '1008384870635200513']",1.0,1
1508,"['1008380776633823232', '1008384283315142658']",9.0,3
1509,"['1008380367353602049', '1008384029786279937']",4.0,2
1510,"['1008382767489527808', '1008383324161761281']",64.0,8
1511,"['1008383393128738816', '1008384614522589184']",1.0,1
1512,"['1008383724637990912', '1008384859595735042']",4.0,2
1513,"['1008384378462928896', '1008384717966774272']",4.0,2
1514,"['1008384543970099202', '1008385193495838720']",20.0,9
1515,"['1008384404937494528', '1008385201666514949']",1.0,1
1516,"['1008384588178173953', '1008385202920546306']",1.0,1
1517,"['1008375463704711168', '1008385209207808000']",1.0,1
1518,"['1008380547981332480', '1008385421808668677']",1.0,1
1519,"['1008383803885342721', '1008385439760355328']",1.0,1
1520,"['1008369744284659712', '1008385471431340032']",1.0,1
1521,"['1008385404372946945', '1008386137667272704']",1.0,1
1522,"['1008383264527126528', '1008385949708029952']",1.0,1
1523,"['1008383997444001796', '1008386022797860864']",9.0,3
1524,"['1008378693788602369', '1008386029848424448']",9.0,3
1525,"['1008384396754345984', '1008386036001595392']",1.0,1
1526,"['1008385052995178497', '1008386049134022657']",20.0,9
1527,"['1008374163462021120', '1008386675771256833']",1.0,1
1528,"['1008386030309986305', '1008386692003319811']",1.0,1
1529,"['1008386569752006662', '1008386694473748480']",1.0,1
1530,"['1008384610697404416', '1008386696692617218']",1.0,1
1531,"['1008386045770166272', '1008386698164649984']",1.0,1
1532,"['1008384884770033666', '1008386474977447939']",1.0,1
1533,"['1008375527453884418', '1008386476386766850']",10.0,4
1534,"['1008382578900992000', '1008385699903688705']",1.0,1
1535,"['1008385127192330240', '1008385708531298304']",1.0,1
1536,"['1008386654204321792', '1008386877240553472']",25.0,5
1537,"['1008386400646025217', '1008386880042348545']",1.0,1
1538,"['1008386341820911617', '1008386893829103616']",1.0,1
1539,"['1008386302193164288', '1008386906252603392']",1.0,1
1540,"['1008386727021613056', '1008387434609102848']",1.0,1
1541,"['1008383369611268097', '1008387453495980034']",1.0,1
1542,"['1008387268195880961', '1008387460844457984']",1.0,1
1543,"['1008384222652960768', '1008386995574509571']",1.0,1
1544,"['1008385999578255360', '1008387018030829568']",1.0,1
1545,"['1008387314874273792', '1008387636011167745']",1.0,1
1546,"['1008387503169122306', '1008387636061450241']",49.0,7
1547,"['1008379850833440770', '1008387641765777408']",4.0,2
1548,"['1008385604692869120', '1008387666369499141']",1.0,1
1549,"['1008387167696179201', '1008387557422452736']",1.0,1
1550,"['1008387241599631360', '1008387559473311744']",1.0,1
1551,"['1008386462499426305', '1008387560165527554']",1.0,1
1552,"['1008381761003409409', '1008387231256666112']",1.0,1
1553,"['1008385282801102848', '1008387099022757888']",4.0,2
1554,"['1008382675751710720', '1008387116269756417']",1.0,1
1555,"['1008383162848866304', '1008387116907356160']",1.0,1
1556,"['1008381965668667392', '1008387131750977536']",1.0,1
1557,"['1008383001984688128', '1008383911628558340']",4.0,2
1558,"['1008385980452229120', '1008387964764901376']",1.0,1
1559,"['1008358115799109632', '1008358848900616192']",25.0,5
1560,"['1008384223621730305', '1008386779743809537']",31.0,6
1561,"['1008385905038712832', '1008386788866646017']",1.0,1
1562,"['1008387017011392517', '1008387854714785792']",1.0,1
1563,"['1008375015925014529', '1008387871848493056']",1.0,1
1564,"['1008382932950499328', '1008386562042687488']",1.0,1
1565,"['1008385450040410112', '1008386569202384896']",1.0,1
1566,"['1008385429345890304', '1008386578509488128']",4.0,2
1567,"['1008385158670639105', '1008386578551595011']",4.0,2
1568,"['1008386275127316480', '1008386590308257793']",1.0,1
1569,"['1008387875656880130', '1008388403602345984']",1.0,1
1570,"['1008385189985378306', '1008385575420772352']",36.0,6
1571,"['1008376623631134720', '1008387314303864834']",4.0,2
1572,"['1008387503169122306', '1008387636061450241']",49.0,7
1573,"['1008387946444181504', '1008388066778763264']",4.0,2
1574,"['1008386159247020032', '1008388067437240320']",1.0,1
1575,"['1008381899868213248', '1008386360636465152']",10.0,3
1576,"['1008382939254714368', '1008386379225731072']",10.0,4
1577,"['1008374205132562432', '1008388297004023810']",4.0,2
1578,"['1008382434034012160', '1008389435065556992']",1.0,1
1579,"['1008389065568382976', '1008389321752182784']",1.0,1
1580,"['1008385853285167104', '1008389333622185984']",1.0,1
1581,"['1008389027441983488', '1008389342010568704']",1.0,1
1582,"['1008384457303298049', '1008389343118090240']",1.0,1
1583,"['1008387447032406016', '1008387773588475904']",1.0,1
1584,"['1008364152346165248', '1008388600898228224']",1.0,1
1585,"['1008381805244928000', '1008388608854773761']",1.0,1
1586,"['1008362060009410560', '1008388614479282177']",1.0,1
1587,"['1008388420744433664', '1008388628719038465']",81.0,9
1588,"['1008388420744433664', '1008388628719038465']",81.0,9
1589,"['1008376852698689541', '1008388517804662784']",10.0,3
1590,"['1008388420744433664', '1008388628719038465']",81.0,9
1591,"['1008388632879693825', '1008388713670479872']",1.0,1
1592,"['1008377089429565440', '1008388711866945536']",1.0,1
1593,"['1008380041896583168', '1008380106681839617']",4.0,2
1594,"['1008377899458678784', '1008380110632837121']",1.0,1
1595,"['1008379503540953088', '1008380142329229312']",1.0,1
1596,"['1008384797914423297', '1008389143146237952']",1.0,1
1597,"['1008364323306131456', '1008389530678939648']",1.0,1
1598,"['1008356675697500161', '1008389538979483649']",1.0,1
1599,"['1008388805139881990', '1008389545044463617']",1.0,1
1600,"['1008383475227987968', '1008389553286246402']",1.0,1
1601,"['1008388623102816257', '1008389553500155906']",1.0,1
1602,"['1008387853590646784', '1008389561309913089']",4.0,2
1603,"['1008375689379221505', '1008379662194675712']",1.0,1
1604,"['1008377009431633920', '1008379669970915328']",1.0,1
1605,"['1008377798883495936', '1008378278175002625']",4.0,2
1606,"['1008386074295635968', '1008388919065395200']",1.0,1
1607,"['1008374414822567936', '1008389009977069575']",1.0,1
1608,"['1008388340813623296', '1008389041035907077']",1.0,1
1609,"['1008383100567597056', '1008388814560268288']",1.0,1
1610,"['1008385766576263171', '1008388818511257606']",1.0,1
1611,"['1008383806800359425', '1008388831354204160']",1.0,1
1612,"['1008376669223247872', '1008379882416623616']",1.0,1
1613,"['1008388310056783872', '1008389740637446145']",1.0,1
1614,"['1008386553016709121', '1008389756374454278']",1.0,1
1615,"['1008389489197305856', '1008389763093729281']",1.0,1
1616,"['1008388553867513862', '1008389770345664512']",1.0,1
1617,"['1008366622451683328', '1008380256221319171']",1.0,1
1618,"['1008381574197411840', '1008381986719838208']",1.0,1
1619,"['1008376197728747520', '1008377929162772481']",9.0,3
1620,"['1008378190119817218', '1008381993028026368']",1.0,1
1621,"['1008380127334621186', '1008382003128012801']",1.0,1
1622,"['1008382381575860225', '1008389956530835462']",1.0,1
1623,"['1008387503169122306', '1008387636061450241']",49.0,7
1624,"['1008381045190914049', '1008381565838110720']",1.0,1
1625,"['1008373709738991617', '1008381579381501952']",1.0,1
1626,"['1008380394453045249', '1008381596112773121']",4.0,2
1627,"['1008379801265213441', '1008381126501597184']",4.0,2
1628,"['1008381341409468418', '1008381729747464192']",1.0,1
1629,"['1008372372645273600', '1008380020706902016']",1.0,1
1630,"['1008379703923761152', '1008380020866338817']",1.0,1
1631,"['1008379976322863105', '1008383655771885568']",16.0,4
1632,"['1008387468956225538', '1008389864184778752']",1.0,1
1633,"['1008382095096508417', '1008382375737413633']",1.0,1
1634,"['1008368746384314368', '1008382386197991424']",4.0,2
1635,"['1008381518300016640', '1008381844499369984']",1.0,1
1636,"['1008381103844052993', '1008381845753548801']",1.0,1
1637,"['1008379494326067201', '1008380466972581888']",1.0,1
1638,"['1008379074153050113', '1008383251596050432']",1.0,1
1639,"['1008377421027004416', '1008378315072266240']",49.0,7
1640,"['1008382492750032899', '1008383257702903809']",4.0,2
1641,"['1008358115799109632', '1008358848900616192']",25.0,5
1642,"['1008361570718617601', '1008381441531678722']",1.0,1
1643,"['1008376852396826625', '1008381442039140353']",1.0,1
1644,"['1008388950401183749', '1008390071559438336']",1.0,1
1645,"['1008380367353602049', '1008384029786279937']",4.0,2
1646,"['1008379258929078272', '1008380301121413120']",4.0,2
1647,"['1008358872610951171', '1008380836473982978']",1.0,1
1648,"['1008367428089327616', '1008381042431062018']",1.0,1
1649,"['1008380504117260294', '1008381063306018816']",4.0,2
1650,"['1008375484235812869', '1008381069798920192']",1.0,1
1651,"['1008379749700382720', '1008381071703138304']",1.0,1
1652,"['1008380542658674689', '1008381079563235329']",1.0,1
1653,"['1008381766854496257', '1008382242022883330']",1.0,1
1654,"['1008380776633823232', '1008384283315142658']",9.0,3
1655,"['1008376617255649280', '1008380577211301891']",4.0,2
1656,"['1008379210052714496', '1008380578398273537']",1.0,1
1657,"['1008379419659063302', '1008380661487595520']",4.0,2
1658,"['1008380657637023747', '1008382491235717120']",4.0,2
1659,"['1008379635749588992', '1008382502166245376']",10.0,4
1660,"['1008382434826706944', '1008382509502091264']",1.0,1
1661,"['1008382184686739456', '1008382513536888832']",4.0,2
1662,"['1008376944256114688', '1008382522068094978']",1.0,1
1663,"['1008380500178857985', '1008382522533842949']",1.0,1
1664,"['1008369941345644544', '1008381158298660865']",1.0,1
1665,"['1008380771491557376', '1008381186740285440']",1.0,1
1666,"['1008372553008721921', '1008381201512566784']",1.0,1
1667,"['1008375731397722112', '1008381202477322242']",1.0,1
1668,"['1008383262178398208', '1008384162821300224']",1.0,1
1669,"['1008383023597924352', '1008384180525379584']",1.0,1
1670,"['1008382760015327234', '1008384183293575168']",1.0,1
1671,"['1008381634645823488', '1008384198565138432']",1.0,1
1672,"['1008381750769315840', '1008384409471418368']",1.0,1
1673,"['1008378693582909441', '1008384417658753026']",1.0,1
1674,"['1008382757448372225', '1008383160986624001']",1.0,1
1675,"['1008383138958135296', '1008384535480946688']",4.0,2
1676,"['1008384172476583936', '1008384544775507969']",1.0,1
1677,"['1008374187965210625', '1008383362464088066']",1.0,1
1678,"['1008368312760315906', '1008383370311675905']",1.0,1
1679,"['1008380072745734144', '1008383377089679364']",1.0,1
1680,"['1008382365213843457', '1008383387441168384']",9.0,3
1681,"['1008377623574188034', '1008378854203887616']",25.0,5
1682,"['1008379406589587456', '1008381308270268416']",4.0,2
1683,"['1008375681577816064', '1008381310644125696']",1.0,1
1684,"['1008380760259252224', '1008380999258890241']",4.0,2
1685,"['1008364437550653440', '1008382707062198279']",1.0,1
1686,"['1008382486446071808', '1008382707074846724']",1.0,1
1687,"['1008382627802501120', '1008382711441084416']",1.0,1
1688,"['1008374975437398016', '1008382727928807424']",1.0,1
1689,"['1008380622358962179', '1008382815476551680']",1.0,1
1690,"['1008380463386329088', '1008382940101926915']",1.0,1
1691,"['1008379850833440770', '1008387641765777408']",4.0,2
1692,"['1008380776633823232', '1008384283315142658']",9.0,3
1693,"['1008383264304893952', '1008385122096304128']",1.0,1
1694,"['1008384157179957248', '1008385124054990849']",1.0,1
1695,"['1008384888167387136', '1008385131151876097']",1.0,1
1696,"['1008375652796567552', '1008385132879863808']",4.0,2
1697,"['1008380864135385088', '1008383050768625664']",1.0,1
1698,"['1008382775639015425', '1008383686298013697']",4.0,2
1699,"['1008378144464785409', '1008383703956025345']",1.0,1
1700,"['1008383537114841088', '1008383722347851776']",1.0,1
1701,"['1008383997444001796', '1008386022797860864']",9.0,3
1702,"['1008384670969532416', '1008385002239877120']",1.0,1
1703,"['1008383219262214144', '1008384070521409537']",1.0,1
1704,"['1008379086849310725', '1008384072748617728']",1.0,1
1705,"['1008381235067047948', '1008383937905922055']",1.0,1
1706,"['1008384199139708928', '1008384302319587330']",1.0,1
1707,"['1008381139021680640', '1008384303959506944']",4.0,2
1708,"['1008383042690408455', '1008384305616351232']",20.0,9
1709,"['1008383202225020928', '1008384319730143232']",165.0,2056
1710,"['1008383411466186754', '1008383680920858629']",4.0,2
1711,"['1008384380077772801', '1008384906777513985']",1.0,1
1712,"['1008384306681655297', '1008384910745329664']",1.0,1
1713,"['1008379284430286850', '1008383676487385089']",4.0,2
1714,"['1008385189985378306', '1008385575420772352']",36.0,6
1715,"['1008382081481789441', '1008385347770822656']",1.0,1
1716,"['1008383977890238464', '1008385359846109184']",1.0,1
1717,"['1008384102842724352', '1008385367236476928']",1.0,1
1718,"['1008384644872572928', '1008385376401182720']",1.0,1
1719,"['1008386206105767937', '1008386276624609281']",1.0,1
1720,"['1008385637559488512', '1008386301161328641']",1.0,1
1721,"['1008384974100180992', '1008385225871712257']",4.0,2
1722,"['1008384559703056384', '1008385230053527552']",4.0,2
1723,"['1008383765133996032', '1008385235032002560']",1.0,1
1724,"['1008384650342010881', '1008385238274379778']",1.0,1
1725,"['1008381497504681985', '1008383808356409344']",1.0,1
1726,"['1008376502688407553', '1008383831517343752']",1.0,1
1727,"['1008384458033115138', '1008387498903556096']",9.0,3
1728,"['1008383315626397697', '1008384754398396416']",1.0,1
1729,"['1008384607731871745', '1008384758550691840']",1.0,1
1730,"['1008368797382795265', '1008384757753925632']",1.0,1
1731,"['1008384397190549505', '1008384775135072257']",1.0,1
1732,"['1008385688503488512', '1008385951498895360']",1.0,1
1733,"['1008385662893084672', '1008385953977815040']",1.0,1
1734,"['1008386654204321792', '1008386877240553472']",25.0,5
1735,"['1008376994747183104', '1008386939127361537']",1.0,1
1736,"['1008379070705528833', '1008383475844513792']",1.0,1
1737,"['1008379871985143808', '1008383483822026757']",4.0,2
1738,"['1008384802658103296', '1008386491003748355']",1.0,1
1739,"['1008385189985378306', '1008385575420772352']",36.0,6
1740,"['1008380704613457925', '1008386701692153856']",1.0,1
1741,"['1008387431891120133', '1008387777652772864']",1.0,1
1742,"['1008387632999649280', '1008387782413312002']",4.0,2
1743,"['1008374381079384064', '1008387786360213505']",1.0,1
1744,"['1008386907259133953', '1008387803976044544']",4.0,2
1745,"['1008372937378934785', '1008386059732946944']",1.0,1
1746,"['1008372770390962176', '1008386063524483073']",1.0,1
1747,"['1008384969180438530', '1008386086022807552']",9.0,3
1748,"['1008380777724293120', '1008385497029324803']",1.0,1
1749,"['1008383355199553537', '1008385500598755328']",1.0,1
1750,"['1008376905861599233', '1008386181476896768']",4.0,2
1751,"['1008387503169122306', '1008387636061450241']",49.0,7
1752,"['1008383194243174400', '1008385844711972865']",1.0,1
1753,"['1008384689978081280', '1008385848088223744']",1.0,1
1754,"['1008385577165574144', '1008385867520487425']",1.0,1
1755,"['1008374613397721088', '1008385868153982976']",1.0,1
1756,"['1008382408780124161', '1008385731193131009']",4.0,2
1757,"['1008370319407624193', '1008385765502541824']",1.0,1
1758,"['1008384223621730305', '1008386779743809537']",31.0,6
1759,"['1008386665067548674', '1008387137383878656']",4.0,2
1760,"['1008386859196669953', '1008387992497655808']",1.0,1
1761,"['1008373508341002240', '1008388003813658624']",4.0,2
1762,"['1008387853590646784', '1008389561309913089']",4.0,2
1763,"['1008387632999649280', '1008387782413312002']",4.0,2
1764,"['1008385507053789184', '1008387693355683840']",1.0,1
1765,"['1008385858003599360', '1008386621115326465']",202.0,2188
1766,"['1008385189985378306', '1008385575420772352']",36.0,6
1767,"['1008387119033667584', '1008387896426942465']",4.0,2
1768,"['1008385881424551936', '1008387911446757377']",1.0,1
1769,"['1008386296866361345', '1008387024561344512']",1.0,1
1770,"['1008388124349739008', '1008388436267499521']",1.0,1
1771,"['1008385756119920641', '1008386834328707072']",1.0,1
1772,"['1008360097041526784', '1008365983298473986']",4.0,2
1773,"['1008388887520202752', '1008389484415799296']",1.0,1
1774,"['1008386096789577728', '1008386416043352066']",4.0,2
1775,"['1008385036209545217', '1008385626419466240']",1.0,1
1776,"['1008373936164425728', '1008385627166052354']",1.0,1
1777,"['1008385499252195328', '1008388095899648000']",4.0,2
1778,"['1008387548228538370', '1008388113960460288']",1.0,1
1779,"['1008372215157612545', '1008389181213757440']",1.0,1
1780,"['1008379641025839104', '1008389360255995905']",1.0,1
1781,"['1008386531428524033', '1008389362520739840']",1.0,1
1782,"['1008381874849189888', '1008389364651524096']",1.0,1
1783,"['1008386655118610432', '1008387246272253957']",1.0,1
1784,"['1008386267732725760', '1008387252601413632']",4.0,2
1785,"['1008385791767109633', '1008387264328683522']",1.0,1
1786,"['1008386793941676033', '1008387266987913216']",1.0,1
1787,"['1008386154801041409', '1008387272209813504']",4.0,2
1788,"['1008387682651791360', '1008388327463161856']",1.0,1
1789,"['1008387936847630337', '1008388338418700290']",1.0,1
1790,"['1008387819310592001', '1008388185125195781']",1.0,1
1791,"['1008388013745983489', '1008388206482649089']",1.0,1
1792,"['1008386787474108416', '1008388214770556929']",1.0,1
1793,"['1008366065284452352', '1008388214892257281']",1.0,1
1794,"['1008385649425207296', '1008388215168995328']",1.0,1
1795,"['1008379136308629505', '1008381016166273026']",9.0,3
1796,"['1008387718571675648', '1008389569006395392']",10.0,3
1797,"['1008387436093812736', '1008389577516683264']",4.0,2
1798,"['1008374792041521152', '1008389258820882432']",1.0,1
1799,"['1008387455538655232', '1008389267079475201']",4.0,2
1800,"['1008387910557675520', '1008388734432227329']",1.0,1
1801,"['1008388500503310336', '1008388737779294208']",1.0,1
1802,"['1008388420744433664', '1008388628719038465']",81.0,9
1803,"['1008373198075973632', '1008388749779259394']",4.0,2
1804,"['1008386981615857665', '1008388747333980160']",1.0,1
1805,"['1008383908734488578', '1008388755533844480']",1.0,1
1806,"['1008376155588775936', '1008388767613374465']",16.0,4
1807,"['1008362980549984256', '1008388638600810496']",1.0,1
1808,"['1008386703860686848', '1008388660838981634']",10.0,4
1809,"['1008385816371089408', '1008388663305125894']",1.0,1
1810,"['1008375066986471424', '1008388529725018112']",1.0,1
1811,"['1008387088033730560', '1008388547546664960']",9.0,3
1812,"['1008384451972423683', '1008388555557801984']",1.0,1
1813,"['1008388420744433664', '1008388628719038465']",81.0,9
1814,"['1008379740103688193', '1008379920752365569']",1.0,1
1815,"['1008375794740146177', '1008379934157475844']",1.0,1
1816,"['1008378693788602369', '1008386029848424448']",9.0,3
1817,"['1008378101745799168', '1008379955573649408']",1.0,1
1818,"['1008379136308629505', '1008381016166273026']",9.0,3
1819,"['1008372811725975552', '1008388835984723970']",1.0,1
1820,"['1008374368769073152', '1008388852610936833']",4.0,2
1821,"['1008373885790834694', '1008389784392355845']",1.0,1
1822,"['1008386516526288896', '1008388953207123968']",1.0,1
1823,"['1008386528328986624', '1008388955983826950']",1.0,1
1824,"['1008388738244890626', '1008388960568205312']",1.0,1
1825,"['1008384657174364160', '1008389668344221697']",1.0,1
1826,"['1008389236901412864', '1008389693367611393']",20.0,9
1827,"['1008359024776097792', '1008381757748645894']",1.0,1
1828,"['1008372123772096512', '1008381777994493953']",1.0,1
1829,"['1008375655862538240', '1008380289758920704']",4.0,2
1830,"['1008379493982011397', '1008379828729413632']",1.0,1
1831,"['1008363764750733312', '1008372803417137152']",9.0,3
1832,"['1008378247434809344', '1008379403624239104']",1.0,1
1833,"['1008375746199355393', '1008379414000881665']",35.0,23
1834,"['1008379406589587456', '1008381308270268416']",4.0,2
1835,"['1008377826217639937', '1008380494021443585']",1.0,1
1836,"['1008379553386057728', '1008380517014753280']",10.0,3
1837,"['1008361902181900289', '1008379491121598464']",1.0,1
1838,"['1008381559324495872', '1008382311396708353']",1.0,1
1839,"['1008380225275748353', '1008382325225414656']",1.0,1
1840,"['1008381767508688896', '1008382329310662662']",1.0,1
1841,"['1008389468133429249', '1008390093353246721']",1.0,1
1842,"['1008389359224217602', '1008390093076353024']",4.0,2
1843,"['1008389071947882496', '1008390096830296066']",1.0,1
1844,"['1008379273168674817', '1008381913004834816']",4.0,2
1845,"['1008374988418711553', '1008382422440906753']",10.0,4
1846,"['1008375033117462528', '1008382443529887744']",56.0,65
1847,"['1008362199465656320', '1008389874309828609']",1.0,1
1848,"['1008389653483933696', '1008389883969396736']",1.0,1
1849,"['1008389553818779648', '1008389901442744321']",1.0,1
1850,"['1008380605564899328', '1008381599614988289']",1.0,1
1851,"['1008380076159832065', '1008381607328337920']",1.0,1
1852,"['1008379829828214784', '1008381638701547520']",1.0,1
1853,"['1008380093713059840', '1008380859119013894']",1.0,1
1854,"['1008376852698689541', '1008388517804662784']",10.0,3
1855,"['1008378344264658944', '1008380611571134465']",1.0,1
1856,"['1008379892872957953', '1008381422774685696']",4.0,2
1857,"['1008380160960319496', '1008382457928912896']",4.0,2
1858,"['1008379553386057728', '1008380517014753280']",10.0,3
1859,"['1008375782698299393', '1008380392464965637']",1.0,1
1860,"['1008378966770626560', '1008380401029668865']",1.0,1
1861,"['1008380390334029824', '1008380406423408640']",1.0,1
1862,"['1008389662191308800', '1008389996213043200']",1.0,1
1863,"['1008379607345762306', '1008380962105974784']",1.0,1
1864,"['1008364605305999360', '1008380979289952256']",1.0,1
1865,"['1008379218047139842', '1008380979554250753']",1.0,1
1866,"['1008375543174193153', '1008380045478584320']",10.0,4
1867,"['1008375660367077376', '1008380065162280960']",20.0,9
1868,"['1008376314473209857', '1008380065799864320']",1.0,1
1869,"['1008377187538530305', '1008383292863807493']",1.0,1
1870,"['1008382486295011328', '1008383294591918081']",4.0,2
1871,"['1008382065153171456', '1008383297892651009']",1.0,1
1872,"['1008382492750032899', '1008383257702903809']",4.0,2
1873,"['1008383007110193157', '1008383316146425856']",1.0,1
1874,"['1008380716340727810', '1008383316570013696']",1.0,1
1875,"['1008380271098548225', '1008381085707833345']",1.0,1
1876,"['1008358331507986433', '1008381097456078848']",1.0,1
1877,"['1008380211279392768', '1008380747944742912']",680.0,3707852
1878,"['1008378204233531392', '1008379255858884610']",4.0,2
1879,"['1008381375072931841', '1008382148452212736']",1.0,1
1880,"['1008378767721619460', '1008381482694598656']",1.0,1
1881,"['1008380429915877377', '1008381498590982146']",1.0,1
1882,"['1008374246236741632', '1008381501535326214']",1.0,1
1883,"['1008380194804166657', '1008381510448238592']",4.0,3
1884,"['1008381359696613379', '1008382533782917120']",4.0,2
1885,"['1008375738171457537', '1008382546604797952']",4.0,2
1886,"['1008380428565217281', '1008381217039962119']",4.0,2
1887,"['1008380115057770496', '1008382073885863940']",4.0,2
1888,"['1008382872229761029', '1008383182226501635']",4.0,2
1889,"['1008382767489527808', '1008383324161761281']",64.0,8
1890,"['1008381752442843136', '1008383198445887490']",1.0,1
1891,"['1008383005050789888', '1008383211343372288']",1.0,1
1892,"['1008377718377996289', '1008378398710861824']",9.0,3
1893,"['1008376057584607232', '1008384469445771265']",1.0,1
1894,"['1008382767489527808', '1008383324161761281']",64.0,8
1895,"['1008383648440209413', '1008384222653018113']",1.0,1
1896,"['1008382819415068674', '1008384236167073793']",1.0,1
1897,"['1008383320965701633', '1008384244475990018']",1.0,1
1898,"['1008374835611873282', '1008384245469937664']",20.0,9
1899,"['1008382171986317312', '1008382740587270149']",1.0,1
1900,"['1008376116082630656', '1008382750372630529']",1.0,1
1901,"['1008381899868213248', '1008386360636465152']",10.0,3
1902,"['1008379736312119296', '1008382851480465416']",336.0,24143
1903,"['1008375609700110336', '1008377627588034565']",70.0,8
1904,"['1008371377353576449', '1008382869750800385']",1.0,1
1905,"['1008381799741972480', '1008382878630244357']",165.0,2056
1906,"['1008380394453045249', '1008381596112773121']",4.0,2
1907,"['1008381098114584577', '1008382629404643328']",1.0,1
1908,"['1008372841027440641', '1008382644906799104']",10.0,4
1909,"['1008381841043349504', '1008382649851838467']",1.0,1
1910,"['1008375313141821441', '1008382655946207234']",10.0,4
1911,"['1008378693788602369', '1008386029848424448']",9.0,3
1912,"['1008380713115119617', '1008383074910928897']",4.0,2
1913,"['1008379539255414784', '1008383087745687553']",4.0,2
1914,"['1008377718377996289', '1008378398710861824']",9.0,3
1915,"['1008379976322863105', '1008383655771885568']",16.0,4
1916,"['1008376655218397184', '1008382996293079041']",1.0,1
1917,"['1008382767489527808', '1008383324161761281']",64.0,8
1918,"['1008381007869956096', '1008383413873717248']",1.0,1
1919,"['1008381359696613379', '1008382533782917120']",4.0,2
1920,"['1008374857933914113', '1008383648180121600']",4.0,2
1921,"['1008376540231585792', '1008384920933289985']",1.0,1
1922,"['1008383298513588224', '1008384921608556544']",56.0,65
1923,"['1008384424063352832', '1008384945247703050']",1.0,1
1924,"['1008384946011103235', '1008384949131644928']",1.0,1
1925,"['1008380926953476097', '1008384951748874240']",1.0,1
1926,"['1008375652796567552', '1008385132879863808']",4.0,2
1927,"['1008383289449738240', '1008385050864386048']",10.0,4
1928,"['1008384735708614656', '1008385154354679810']",1.0,1
1929,"['1008380018907602945', '1008383847438913536']",1.0,1
1930,"['1008379388495323137', '1008383870289539073']",18.0,6
1931,"['1008375271802712064', '1008387506289692678']",1.0,1
1932,"['1008373169160368128', '1008387510412693505']",10.0,4
1933,"['1008386508573814784', '1008386951400054785']",1.0,1
1934,"['1008385044082126848', '1008386960874827777']",10.0,4
1935,"['1008386654204321792', '1008386877240553472']",25.0,5
1936,"['1008386301626896384', '1008386967489384449']",1.0,1
1937,"['1008383535944814594', '1008386977052397569']",1.0,1
1938,"['1008385710632599552', '1008386980122591235']",20.0,9
1939,"['1008373710447955968', '1008386981720621056']",4.0,2
1940,"['1008384037478649857', '1008385262739550208']",1.0,1
1941,"['1008384362767966209', '1008385274169188353']",35.0,23
1942,"['1008383420106510344', '1008384135315017728']",4.0,2
1943,"['1008383016794820610', '1008383976967426050']",1.0,1
1944,"['1008381657165041664', '1008383983590297600']",1.0,1
1945,"['1008368445518417920', '1008383986211741696']",1.0,1
1946,"['1008385716567658497', '1008386209528369154']",1.0,1
1947,"['1008384787344748544', '1008386211721949184']",1.0,1
1948,"['1008377325359190016', '1008386216126009347']",10.0,4
