#shannon= 1.185808e+000
0 1.185808e+000
1 1.148845e-003
2 1.056812e-003
3 1.194846e-003
4 1.197705e-003
5 1.197130e-003
6 1.083005e-003
7 1.255101e-003
8 1.095433e-003
9 1.147748e-003
10 1.238008e-003
11 1.016233e-003
12 1.222314e-003
13 1.209385e-003
14 1.017822e-003
15 1.172644e-003
16 9.798817e-004
17 1.077165e-003
18 1.225828e-003
19 1.247139e-003
20 1.260175e-003
